id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual	version
1895	Kyuryag	Кюряг	NA	41.907094	47.853636	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1140.63952636719	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kyuryag	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1896	Bukhnag	Бухнаг	NA	41.910587	47.872994	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	999.487670898438	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bukhnag	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1897	Kurkak	Куркак	NA	41.91096	47.971699	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	968.783630371094	FALSE	korjakov2006	37	Northern Tabasaran	Севернотабасаранский	Kurkakh	Куркахский	NA	NA	NA	NA	Kurkak	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1898	Tinit	Тинит	NA	41.9131	48.0592	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	485.758239746094	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tinit	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1899	Khanak	Ханак	NA	41.91373	47.86645	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1083.37036132813	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khanak	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1900	Vechrik	Вечрик	NA	41.9171	47.96184	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1021.34313964844	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vechrik	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1901	Guvlig	Гувлиг	NA	41.91824	47.85213	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1191.63659667969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Guvlig	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1902	Tsurtil'	Цуртиль	NA	41.918365	47.932001	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	955.032897949219	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tsurtil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1903	Dzhugdil'	Джугдиль	NA	41.919222	47.979531	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	798.133666992188	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dzhugdil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1904	Gasikh	Гасих	NA	41.92398	47.8847	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1148.41589355469	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gasikh	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1905	Firgil'	Фиргиль	NA	41.92507	48.02587	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	662.67041015625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Firgil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1906	Sertil'	Сертиль	NA	41.92531	47.86522	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1226.255859375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sertil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1907	Ushnyug	Ушнюг	NA	41.92639	48.00306	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	897.710205078125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ushnyug	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1908	Kuvag	Куваг	NA	41.926587	47.90245	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1047.09765625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kuvag	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1909	Akka (Daghestan)	Акка (Дагестан)	NA	41.92686	47.9297	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	741.257202148438	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Akka (Daghestan)	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	Added republic for disambiguation.	yes	2022-06-02
1910	Dagni	Дагни	NA	41.931594	47.911846	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	835.614501953125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dagni	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1911	Dyuzler	Дюзлер	NA	41.93583	48.265	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	68.0397644042969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dyuzler	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1912	Kharkhni	Хархни	NA	41.939561	47.880088	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1184.30126953125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kharkhni	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1913	Tsukhdyg	Цухдыг	NA	41.94056	47.98139	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	964.917419433594	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tsukhdyg	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1914	Gisik	Гисик	NA	41.94475	47.91451	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	912.670776367188	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gisik	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1915	Kharag	Хараг	NA	41.945423	47.825106	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1112.76892089844	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kharag	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1916	Arkit	Аркит	NA	41.947308	48.014025	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	651.925903320312	FALSE	korjakov2006	37	Northern Tabasaran	Севернотабасаранский	Akhti	Ахтынский	NA	NA	NA	NA	Arkit	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1917	Khuchni	Хучни	NA	41.947717	47.945961	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	643.617004394531	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khuchni	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1918	Shile	Шиле	NA	41.94774	47.82939	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1068.6640625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Shile	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1919	Urzig	Урзиг	NA	41.94811	47.84992	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1092.00610351563	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Urzig	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1920	Lyakhe	Ляхе	NA	41.952293	47.914701	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	809.831359863281	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lyakhe	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1921	Kyurek	Кюрек	NA	41.95258	47.85934	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1048.42065429688	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kyurek	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1922	Churdaf	Чурдаф	NA	41.95272	47.8636	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	992.004516601562	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Churdaf	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1923	Dzhul'dzhag	Джульджаг	NA	41.95485	47.88933	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	998.5048828125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dzhul'dzhag	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1924	Tsantil'	Цантиль	NA	41.95508	47.86271	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	985.132934570312	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tsantil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1925	Kuzhnik	Кужник	NA	41.95549	47.82231	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1191.52758789063	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kuzhnik	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1926	Rushul'	Рушуль	NA	41.9567	48.01232	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	664.758117675781	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rushul'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1927	Uluz	Улуз	NA	41.95721	47.83714	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1090.5576171875	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Uluz	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1928	Dzhul'dzhinif	Джульджиниф	NA	41.957235	47.912939	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	765.842346191406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dzhul'dzhinif	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1929	Kulif	Кулиф	NA	41.95955	47.88391	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1003.833984375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kulif	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1930	Arak	Арак	NA	41.96112	47.98984	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	726.893981933594	FALSE	magometov1965	14-15	Northern Tabasaran	Севернотабасаранский	NA	NA	NA	NA	NA	NA	Arak	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1931	Yurgulig	Юргулиг	NA	41.962775	47.896658	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	939.118225097656	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yurgulig	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1932	Gurik	Гурик	NA	41.962788	47.919474	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	733.332458496094	FALSE	korjakov2006	37	Northern Tabasaran	Севернотабасаранский	Churkulan	Чуркуланский	NA	NA	NA	NA	Gurik	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1933	Yergyunyag	Йергюняг	NA	41.96295	47.89501	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	956.627868652344	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yergyunyag	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1934	Lidzhe	Лидже	NA	41.97245	47.98057	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	698.634216308594	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lidzhe	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1935	Pilig	Пилиг	NA	41.97418	47.8687	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	1037.45190429688	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pilig	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1936	Khanag	Ханаг	NA	41.97444	47.90333	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	724.403869628906	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khanag	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1937	Novoe Lidzhe	Новое Лидже	NA	41.976624	48.008813	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	465.307373046875	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Novoe Lidzhe	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1938	Rugudzh	Ругудж	NA	41.976755	47.89161	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	770.153137207031	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rugudzh	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1939	Yagdyg	Ягдыг	NA	41.980115	47.970578	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	541.2998046875	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yagdyg	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1940	Khurik	Хурик	NA	41.98583	47.89861	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	747.47314453125	FALSE	korjakov2006	37	Northern Tabasaran	Севернотабасаранский	Khurik	Хурикский	NA	NA	NA	NA	Khurik	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1941	Khapil'	Хапиль	NA	41.98722	47.97731	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	558.333740234375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khapil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1942	Tatil'	Татиль	NA	41.99269	47.98826	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	621.186828613281	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tatil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1943	Khustil'	Хустиль	NA	42.00335	47.93489	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	765.478393554688	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khustil'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1944	Gurkhun'	Гурхунь	NA	42.0203	47.92712	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	628.062805175781	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gurkhun'	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1945	Dyubek	Дюбек	NA	42.0208	47.969528	Legacy data	NA	Tabasaran	Lezgic	East Caucasian	Daghestan	NA	450.744720458984	FALSE	magometov1965	11	Northern Tabasaran	Севернотабасаранский	NA	NA	NA	NA	NA	NA	Dyubek	NA	NA	NA	NA	taba1259	#339966	#00cc66	NA	NA	no	2022-06-02
1946	Aknada	Акнада	NA	42.4024828	46.1693204	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1756.12231445313	FALSE	korjakov2006	31	Upper Tindi	Верхнетиндинский	NA	NA	NA	NA	NA	NA	Aknada	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1947	Gunduchi	Гундучи	NA	42.424818	46.15836	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1719.97119140625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gunduchi	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1948	Angida	Ангида	NA	42.43279	46.1924	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1881.74572753906	FALSE	korjakov2006	31	Upper Tindi	Верхнетиндинский	NA	NA	NA	NA	NA	NA	Angida	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1949	Echeda	Эчеда	NA	42.43436	45.992398	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1355.37219238281	FALSE	korjakov2006	31	Lower Tindi	Нижнетиндинский	NA	NA	NA	NA	NA	NA	Echeda	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1950	Asha	Аша	NA	42.450373	46.3334458	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	3161.02319335937	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Asha	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1951	Tindi	Тинди	NA	42.454716	46.13469	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1489.01391601563	FALSE	korjakov2006	31	Lower Tindi	Нижнетиндинский	NA	NA	NA	NA	NA	NA	Tindi	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1952	Mukharkh	Мухарх	NA	42.459302	46.15171	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1870.43481445313	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mukharkh	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1953	Gvanachi	Гваначи	NA	42.4606005	46.1622609	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1965.69189453125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gvanachi	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1954	Tenla	Тенла	NA	42.465771	46.128629	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1639.40698242188	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tenla	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1955	Gadaychi	Гадайчи	NA	42.470059	46.070951	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1052.09020996094	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gadaychi	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1956	Sanukh	Санух	NA	42.47054	46.13446	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1805.65515136719	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sanukh	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1957	Khalikh	Халих	NA	42.48467	46.09121	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1088.77648925781	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khalikh	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1958	Tissi	Тисси	NA	42.48917	46.14395	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1674.43774414063	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tissi	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1959	Tissi-Akhitli	Тисси-Ахитли	NA	42.501506	46.103923	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	1002.21270751953	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tissi-Akhitli	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1960	Shuguri	Шугури	NA	43.67833	47.05861	Legacy data	NA	Tindi	Andic	East Caucasian	Daghestan	NA	-14.7533369064331	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Shuguri	NA	NA	NA	NA	tind1238	#333399	#9900ff	NA	NA	no	2022-06-02
1961	Kurdul	Курдул	NA	41.581424	47.177309	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1880.81872558594	FALSE	korjakov2006	36	Gel'mets-Mikik	Гельмецко-микикский	Gel'mets	Гельмецкий	NA	NA	NA	NA	Kurdul	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1962	Gel'mets	Гельмец	NA	41.62466	47.17889	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1745.84985351563	FALSE	korjakov2006	36	Gel'mets-Mikik	Гельмецко-микикский	Gel'mets	Гельмецкий	NA	NA	NA	NA	Gel'mets	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1963	Mikik	Микик	NA	41.63753	47.16822	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1640.09875488281	FALSE	korjakov2006	36	Gel'mets-Mikik	Гельмецко-микикский	Mikik	Микикский	NA	NA	NA	NA	Mikik	NA	NA	Mikik	miki1243	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1964	Khnyakh	Хнях	NA	41.648441	47.153831	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1806.30590820313	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khnyakh	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1965	Syugut	Сюгут	NA	41.64944	47.11833	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1674.81188964844	FALSE	korjakov2006	36	Tsakh	Цахский	Tsakhur-Kum	Цахур-кумский	NA	NA	NA	NA	Syugut	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1966	Tsakhur	Цахур	NA	41.651115	47.135943	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1811.15112304688	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tsakhur	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1967	Muslakh	Муслах	NA	41.65889	47.11185	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1890.76770019531	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Muslakh	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1968	Mishlesh	Мишлеш	NA	41.6649	47.089775	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1736.46899414063	FALSE	kibrik1999	3	Tsakh	Цахский	NA	NA	NA	NA	NA	NA	Mishlesh	NA	NA	Misles	misl1238	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1969	Ottal	Оттал	NA	41.667678	47.012864	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	2096.73486328125	FALSE	korjakov2006	map 13	Tsakh	Цахский	Dzhinykh	Джиныхский	NA	NA	NA	NA	Ottal	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1970	Korsh	Корш	NA	41.66952	47.06211	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1822.79211425781	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Korsh	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1971	Dzhinykh	Джиных	NA	41.67245	47.04479	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1797.17175292969	FALSE	NA	NA	Tsakh	Цахский	Dzhinykh	Джиныхский	NA	NA	NA	NA	Dzhinykh	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1972	Kal'yal	Кальял	NA	41.684366	47.003665	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	1970.560546875	FALSE	korjakov2006	36	Tsakh	Цахский	Suvagil'	Сувагильский	NA	NA	NA	NA	Kal'yal	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1973	Mukhakh	Мухах	NA	41.70068	46.991105	Legacy data	NA	Tsakhur	Lezgic	East Caucasian	Daghestan	NA	2094.25024414063	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mukhakh	NA	NA	NA	NA	tsak1249	#669900	#00cc66	NA	NA	no	2022-06-02
1974	El'bok	Эльбок	NA	42.183907	45.906506	Legacy data	NA	Tsez	Tsezic	East Caucasian	Daghestan	NA	1931.8271484375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	El'bok	NA	NA	NA	NA	dido1241	#990033	#ff5050	NA	NA	no	2022-06-02
1975	Khibiyatl'	Хибиятль	NA	42.187996	45.874341	Legacy data	NA	Tsez	Tsezic	East Caucasian	Daghestan	NA	1763.5703125	FALSE	korjakov2006	map 11	Tsez	Цезский	Shapikh	Шапихский	NA	NA	NA	NA	Khibiyatl'	NA	NA	Shapikh	shap1241	dido1241	#990033	#ff5050	NA	NA	no	2022-06-02
1976	Kidero	Кидеро	NA	42.1931	45.9583	Legacy data	NA	Tsez	Tsezic	East Caucasian	Daghestan	NA	1900.54162597656	FALSE	korjakov2006	31	Tsez	Цезский	Kidero	Кидеринский	NA	NA	NA	NA	Kidero	NA	NA	Kidero	kide1235	dido1241	#990033	#ff5050	NA	NA	no	2022-06-02
1977	Zekhida	Зехида	NA	42.19594	45.94664	Legacy data	NA	Tsez	Tsezic	East Caucasian	Daghestan	NA	1861.92724609375	FALSE	korjakov2006	map 11	Tsez	Цезский	Kidero	Кидеринский	NA	NA	NA	NA	Zekhida	NA	NA	Kidero	kide1235	dido1241	#990033	#ff5050	NA	NA	no	2022-06-02
1978	Vitsiyatl'	Вициятль	NA	42.197434	45.888164	Legacy data	NA	Tsez	Tsezic	East Caucasian	Daghestan	NA	1912.27941894531	FALSE	korjakov2006	map 11	Tsez	Цезский	Shapikh	Шапихский	NA	NA	NA	NA	Vitsiyatl'	NA	NA	Shapikh	shap1241	dido1241	#990033	#ff5050	NA	NA	no	2022-06-02
1979	Khupri	Хупри	NA	42.20145	45.84143	Legacy data	NA	Tsez	Tsezic	East Caucasian	Daghestan	NA	1705.23303222656	FALSE	korjakov2006	map 11	Tsez	Цезский	Shapikh	Шапихский	NA	NA	NA	NA	Khupri	NA	NA	Shapikh	shap1241	dido1241	#990033	#ff5050	NA	NA	no	2022-06-02
